"Step","serene-snowball-84 - val/accuracy/dataloader_idx_1","serene-snowball-84 - val/accuracy/dataloader_idx_1__MIN","serene-snowball-84 - val/accuracy/dataloader_idx_1__MAX","driven-music-83 - val/accuracy/dataloader_idx_1","driven-music-83 - val/accuracy/dataloader_idx_1__MIN","driven-music-83 - val/accuracy/dataloader_idx_1__MAX","leafy-serenity-82 - val/accuracy/dataloader_idx_1","leafy-serenity-82 - val/accuracy/dataloader_idx_1__MIN","leafy-serenity-82 - val/accuracy/dataloader_idx_1__MAX","radiant-terrain-80 - val/accuracy/dataloader_idx_1","radiant-terrain-80 - val/accuracy/dataloader_idx_1__MIN","radiant-terrain-80 - val/accuracy/dataloader_idx_1__MAX","bumbling-river-81 - val/accuracy/dataloader_idx_1","bumbling-river-81 - val/accuracy/dataloader_idx_1__MIN","bumbling-river-81 - val/accuracy/dataloader_idx_1__MAX","cosmic-monkey-79 - val/accuracy/dataloader_idx_1","cosmic-monkey-79 - val/accuracy/dataloader_idx_1__MIN","cosmic-monkey-79 - val/accuracy/dataloader_idx_1__MAX","chocolate-smoke-77 - val/accuracy/dataloader_idx_1","chocolate-smoke-77 - val/accuracy/dataloader_idx_1__MIN","chocolate-smoke-77 - val/accuracy/dataloader_idx_1__MAX","peachy-resonance-78 - val/accuracy/dataloader_idx_1","peachy-resonance-78 - val/accuracy/dataloader_idx_1__MIN","peachy-resonance-78 - val/accuracy/dataloader_idx_1__MAX","polar-serenity-76 - val/accuracy/dataloader_idx_1","polar-serenity-76 - val/accuracy/dataloader_idx_1__MIN","polar-serenity-76 - val/accuracy/dataloader_idx_1__MAX","eager-vortex-75 - val/accuracy/dataloader_idx_1","eager-vortex-75 - val/accuracy/dataloader_idx_1__MIN","eager-vortex-75 - val/accuracy/dataloader_idx_1__MAX"
"115","0.35403409600257874","0.35403409600257874","0.35403409600257874","0.40315601229667664","0.40315601229667664","0.40315601229667664","0.3700687289237976","0.3700687289237976","0.3700687289237976","0.3845762312412262","0.3845762312412262","0.3845762312412262","0.3927207887172699","0.3927207887172699","0.3927207887172699","0.39043012261390686","0.39043012261390686","0.39043012261390686","0.3825400769710541","0.3825400769710541","0.3825400769710541","0.3932298421859741","0.3932298421859741","0.3932298421859741","0.4255535900592804","0.4255535900592804","0.4255535900592804","0.3784677982330322","0.3784677982330322","0.3784677982330322"
"126","0.3469076156616211","0.3469076156616211","0.3469076156616211","0.38890302181243896","0.38890302181243896","0.38890302181243896","0.3746500313282013","0.3746500313282013","0.3746500313282013","0.43115296959877014","0.43115296959877014","0.43115296959877014","0.40366506576538086","0.40366506576538086","0.40366506576538086","0.41308221220970154","0.41308221220970154","0.41308221220970154","0.38228556513786316","0.38228556513786316","0.38228556513786316","0.42962586879730225","0.42962586879730225","0.42962586879730225","0.4189361035823822","0.4189361035823822","0.4189361035823822","0.3990837335586548","0.3990837335586548","0.3990837335586548"
"136","0.38355815410614014","0.38355815410614014","0.38355815410614014","0.42453551292419434","0.42453551292419434","0.42453551292419434","0.40977346897125244","0.40977346897125244","0.40977346897125244","0.433952659368515","0.433952659368515","0.433952659368515","0.43649783730506897","0.43649783730506897","0.43649783730506897","0.42835327982902527","0.42835327982902527","0.42835327982902527","0.4006108343601227","0.4006108343601227","0.4006108343601227","0.4334436357021332","0.4334436357021332","0.4334436357021332","0.44795113801956177","0.44795113801956177","0.44795113801956177","0.41460931301116943","0.41460931301116943","0.41460931301116943"
"147","0.386357843875885","0.386357843875885","0.386357843875885","0.43446168303489685","0.43446168303489685","0.43446168303489685","0.4385339915752411","0.4385339915752411","0.4385339915752411","0.44133368134498596","0.44133368134498596","0.44133368134498596","0.4520234167575836","0.4520234167575836","0.4520234167575836","0.43980658054351807","0.43980658054351807","0.43980658054351807","0.4502418041229248","0.4502418041229248","0.4502418041229248","0.46373122930526733","0.46373122930526733","0.46373122930526733","0.4647493064403534","0.4647493064403534","0.4647493064403534","0.4171544909477234","0.4171544909477234","0.4171544909477234"
"158","0.38712140917778015","0.38712140917778015","0.38712140917778015","0.4665309190750122","0.4665309190750122","0.4665309190750122","0.4270806908607483","0.4270806908607483","0.4270806908607483","0.45100533962249756","0.45100533962249756","0.45100533962249756","0.4632222056388855","0.4632222056388855","0.4632222056388855","0.4568592607975006","0.4568592607975006","0.4568592607975006","0.4482056498527527","0.4482056498527527","0.4482056498527527","0.474420964717865","0.474420964717865","0.474420964717865","0.48561975359916687","0.48561975359916687","0.48561975359916687","0.4418427050113678","0.4418427050113678","0.4418427050113678"
"168","0.4059557020664215","0.4059557020664215","0.4059557020664215","0.49147364497184753","0.49147364497184753","0.49147364497184753","0.43929752707481384","0.43929752707481384","0.43929752707481384","0.45227792859077454","0.45227792859077454","0.45227792859077454","0.49834564328193665","0.49834564328193665","0.49834564328193665","0.45584118366241455","0.45584118366241455","0.45584118366241455","0.46424025297164917","0.46424025297164917","0.46424025297164917","0.4858742654323578","0.4858742654323578","0.4858742654323578","0.4759480655193329","0.4759480655193329","0.4759480655193329","0.48511072993278503","0.48511072993278503","0.48511072993278503"
"179","0.4563502073287964","0.4563502073287964","0.4563502073287964","0.5003817677497864","0.5003817677497864","0.5003817677497864","0.44082462787628174","0.44082462787628174","0.44082462787628174","0.4726393520832062","0.4726393520832062","0.4726393520832062","0.4975820779800415","0.4975820779800415","0.4975820779800415","0.5141257047653198","0.5141257047653198","0.5141257047653198","0.47874778509140015","0.47874778509140015","0.47874778509140015","0.4858742654323578","0.4858742654323578","0.4858742654323578","0.4711122512817383","0.4711122512817383","0.4711122512817383","0.4846016764640808","0.4846016764640808","0.4846016764640808"
"189","0.429116815328598","0.429116815328598","0.429116815328598","0.5202341675758362","0.5202341675758362","0.5202341675758362","0.4189361035823822","0.4189361035823822","0.4189361035823822","0.44566047191619873","0.44566047191619873","0.44566047191619873","0.5029269456863403","0.5029269456863403","0.5029269456863403","0.5105624794960022","0.5105624794960022","0.5105624794960022","0.4685670733451843","0.4685670733451843","0.4685670733451843","0.48536524176597595","0.48536524176597595","0.48536524176597595","0.4863832890987396","0.4863832890987396","0.4863832890987396","0.5123441219329834","0.5123441219329834","0.5123441219329834"
"200","0.42504453659057617","0.42504453659057617","0.42504453659057617","0.5125986337661743","0.5125986337661743","0.5125986337661743","0.4616950750350952","0.4616950750350952","0.4616950750350952","0.4586408734321594","0.4586408734321594","0.4586408734321594","0.5069992542266846","0.5069992542266846","0.5069992542266846","0.5146347880363464","0.5146347880363464","0.5146347880363464","0.4762026071548462","0.4762026071548462","0.4762026071548462","0.4912191331386566","0.4912191331386566","0.4912191331386566","0.4924917221069336","0.4924917221069336","0.4924917221069336","0.5194706320762634","0.5194706320762634","0.5194706320762634"
"211","0.433952659368515","0.433952659368515","0.433952659368515","0.5100534558296204","0.5100534558296204","0.5100534558296204","0.4596589505672455","0.4596589505672455","0.4596589505672455","0.4665309190750122","0.4665309190750122","0.4665309190750122","0.48536524176597595","0.48536524176597595","0.48536524176597595","0.4876558780670166","0.4876558780670166","0.4876558780670166","0.4996182322502136","0.4996182322502136","0.4996182322502136","0.5248154997825623","0.5248154997825623","0.5248154997825623","0.4927462339401245","0.4927462339401245","0.4927462339401245","0.5517943501472473","0.5517943501472473","0.5517943501472473"
"221","0.4777297079563141","0.4777297079563141","0.4777297079563141","0.49681854248046875","0.49681854248046875","0.49681854248046875","0.4627131521701813","0.4627131521701813","0.4627131521701813","0.49350979924201965","0.49350979924201965","0.49350979924201965","0.4825655519962311","0.4825655519962311","0.4825655519962311","0.5003817677497864","0.5003817677497864","0.5003817677497864","0.4693306088447571","0.4693306088447571","0.4693306088447571","0.527869701385498","0.527869701385498","0.527869701385498","0.47340288758277893","0.47340288758277893","0.47340288758277893","0.5192160606384277","0.5192160606384277","0.5192160606384277"
"232","0.477984219789505","0.477984219789505","0.477984219789505","0.5059811472892761","0.5059811472892761","0.5059811472892761","0.4823110103607178","0.4823110103607178","0.4823110103607178","0.4924917221069336","0.4924917221069336","0.4924917221069336","0.4927462339401245","0.4927462339401245","0.4927462339401245","0.508780837059021","0.508780837059021","0.508780837059021","0.5123441219329834","0.5123441219329834","0.5123441219329834","0.5288877487182617","0.5288877487182617","0.5288877487182617","0.47060319781303406","0.47060319781303406","0.47060319781303406","0.5360142588615417","0.5360142588615417","0.5360142588615417"
"242","0.4370068609714508","0.4370068609714508","0.4370068609714508","0.508780837059021","0.508780837059021","0.508780837059021","0.477984219789505","0.477984219789505","0.477984219789505","0.48867395520210266","0.48867395520210266","0.48867395520210266","0.4907101094722748","0.4907101094722748","0.4907101094722748","0.4812929630279541","0.4812929630279541","0.4812929630279541","0.5057266354560852","0.5057266354560852","0.5057266354560852","0.5125986337661743","0.5125986337661743","0.5125986337661743","0.5011453032493591","0.5011453032493591","0.5011453032493591","0.5197251439094543","0.5197251439094543","0.5197251439094543"
"253","0.5085263252258301","0.5085263252258301","0.5085263252258301","0.5034359693527222","0.5034359693527222","0.5034359693527222","0.46882158517837524","0.46882158517837524","0.46882158517837524","0.4795113205909729","0.4795113205909729","0.4795113205909729","0.4930007755756378","0.4930007755756378","0.4930007755756378","0.49987274408340454","0.49987274408340454","0.49987274408340454","0.5013998746871948","0.5013998746871948","0.5013998746871948","0.5064902305603027","0.5064902305603027","0.5064902305603027","0.5059811472892761","0.5059811472892761","0.5059811472892761","0.5520488619804382","0.5520488619804382","0.5520488619804382"
"264","0.5041995644569397","0.5041995644569397","0.5041995644569397","0.5138711929321289","0.5138711929321289","0.5138711929321289","0.4782387316226959","0.4782387316226959","0.4782387316226959","0.4894375205039978","0.4894375205039978","0.4894375205039978","0.5166708827018738","0.5166708827018738","0.5166708827018738","0.5225248336791992","0.5225248336791992","0.5225248336791992","0.4909646213054657","0.4909646213054657","0.4909646213054657","0.5019088983535767","0.5019088983535767","0.5019088983535767","0.5202341675758362","0.5202341675758362","0.5202341675758362","0.5614660382270813","0.5614660382270813","0.5614660382270813"
"274","0.5215067267417908","0.5215067267417908","0.5215067267417908","0.5339781045913696","0.5339781045913696","0.5339781045913696","0.5204886794090271","0.5204886794090271","0.5204886794090271","0.5398319959640503","0.5398319959640503","0.5398319959640503","0.5085263252258301","0.5085263252258301","0.5085263252258301","0.5273606777191162","0.5273606777191162","0.5273606777191162","0.4726393520832062","0.4726393520832062","0.4726393520832062","0.5161618590354919","0.5161618590354919","0.5161618590354919","0.4711122512817383","0.4711122512817383","0.4711122512817383","0.550267219543457","0.550267219543457","0.550267219543457"
"285","0.5237973928451538","0.5237973928451538","0.5237973928451538","0.5115805268287659","0.5115805268287659","0.5115805268287659","0.5283787250518799","0.5283787250518799","0.5283787250518799","0.5477220416069031","0.5477220416069031","0.5477220416069031","0.5171799659729004","0.5171799659729004","0.5171799659729004","0.5660473108291626","0.5660473108291626","0.5660473108291626","0.49325528740882874","0.49325528740882874","0.49325528740882874","0.5138711929321289","0.5138711929321289","0.5138711929321289","0.520743191242218","0.520743191242218","0.520743191242218","0.5591753721237183","0.5591753721237183","0.5591753721237183"
"295","0.5161618590354919","0.5161618590354919","0.5161618590354919","0.5439043045043945","0.5439043045043945","0.5439043045043945","0.5220157504081726","0.5220157504081726","0.5220157504081726","0.5416136384010315","0.5416136384010315","0.5416136384010315","0.5469585061073303","0.5469585061073303","0.5469585061073303","0.5439043045043945","0.5439043045043945","0.5439043045043945","0.5097989439964294","0.5097989439964294","0.5097989439964294","0.518452525138855","0.518452525138855","0.518452525138855","0.5237973928451538","0.5237973928451538","0.5237973928451538","0.5143802762031555","0.5143802762031555","0.5143802762031555"
"306","0.5467039942741394","0.5467039942741394","0.5467039942741394","0.5418681502342224","0.5418681502342224","0.5418681502342224","0.4980911314487457","0.4980911314487457","0.4980911314487457","0.5355052351951599","0.5355052351951599","0.5355052351951599","0.535250723361969","0.535250723361969","0.535250723361969","0.5525578856468201","0.5525578856468201","0.5525578856468201","0.5347416400909424","0.5347416400909424","0.5347416400909424","0.5263425707817078","0.5263425707817078","0.5263425707817078","0.5194706320762634","0.5194706320762634","0.5194706320762634","0.5316874384880066","0.5316874384880066","0.5316874384880066"
"317","0.5556120872497559","0.5556120872497559","0.5556120872497559","0.5505217909812927","0.5505217909812927","0.5505217909812927","0.5301603674888611","0.5301603674888611","0.5301603674888611","0.5517943501472473","0.5517943501472473","0.5517943501472473","0.5510308146476746","0.5510308146476746","0.5510308146476746","0.5148892998695374","0.5148892998695374","0.5148892998695374","0.5069992542266846","0.5069992542266846","0.5069992542266846","0.5388139486312866","0.5388139486312866","0.5388139486312866","0.506235659122467","0.506235659122467","0.506235659122467","0.5291422605514526","0.5291422605514526","0.5291422605514526"
"327","0.5390684604644775","0.5390684604644775","0.5390684604644775","0.5573937296867371","0.5573937296867371","0.5573937296867371","0.5408501029014587","0.5408501029014587","0.5408501029014587","0.5398319959640503","0.5398319959640503","0.5398319959640503","0.5337235927581787","0.5337235927581787","0.5337235927581787","0.5245609283447266","0.5245609283447266","0.5245609283447266","0.5054721236228943","0.5054721236228943","0.5054721236228943","0.5197251439094543","0.5197251439094543","0.5197251439094543","0.5492491722106934","0.5492491722106934","0.5492491722106934","0.5181980133056641","0.5181980133056641","0.5181980133056641"
"338","0.5612115263938904","0.5612115263938904","0.5612115263938904","0.5703741312026978","0.5703741312026978","0.5703741312026978","0.5459404587745667","0.5459404587745667","0.5459404587745667","0.5563756823539734","0.5563756823539734","0.5563756823539734","0.5701196193695068","0.5701196193695068","0.5701196193695068","0.5596843957901001","0.5596843957901001","0.5596843957901001","0.5194706320762634","0.5194706320762634","0.5194706320762634","0.5487401485443115","0.5487401485443115","0.5487401485443115","0.5609570145606995","0.5609570145606995","0.5609570145606995","0.5268515944480896","0.5268515944480896","0.5268515944480896"
"348","0.5691015720367432","0.5691015720367432","0.5691015720367432","0.5477220416069031","0.5477220416069031","0.5477220416069031","0.5436497926712036","0.5436497926712036","0.5436497926712036","0.49681854248046875","0.49681854248046875","0.49681854248046875","0.5561211705207825","0.5561211705207825","0.5561211705207825","0.5579027533531189","0.5579027533531189","0.5579027533531189","0.5250700116157532","0.5250700116157532","0.5250700116157532","0.5680834650993347","0.5680834650993347","0.5680834650993347","0.5545940399169922","0.5545940399169922","0.5545940399169922","0.5398319959640503","0.5398319959640503","0.5398319959640503"
"359","0.5836090445518494","0.5836090445518494","0.5836090445518494","0.5492491722106934","0.5492491722106934","0.5492491722106934","0.5517943501472473","0.5517943501472473","0.5517943501472473","0.5461949706077576","0.5461949706077576","0.5461949706077576","0.5866632461547852","0.5866632461547852","0.5866632461547852","0.5757189989089966","0.5757189989089966","0.5757189989089966","0.5225248336791992","0.5225248336791992","0.5225248336791992","0.5525578856468201","0.5525578856468201","0.5525578856468201","0.5365232825279236","0.5365232825279236","0.5365232825279236","0.527869701385498","0.527869701385498","0.527869701385498"
"370","0.5614660382270813","0.5614660382270813","0.5614660382270813","0.5525578856468201","0.5525578856468201","0.5525578856468201","0.5579027533531189","0.5579027533531189","0.5579027533531189","0.5652837753295898","0.5652837753295898","0.5652837753295898","0.5752099752426147","0.5752099752426147","0.5752099752426147","0.5848816633224487","0.5848816633224487","0.5848816633224487","0.5418681502342224","0.5418681502342224","0.5418681502342224","0.5260880589485168","0.5260880589485168","0.5260880589485168","0.5594298839569092","0.5594298839569092","0.5594298839569092","0.5665563941001892","0.5665563941001892","0.5665563941001892"
"380","0.550267219543457","0.550267219543457","0.550267219543457","0.5321964621543884","0.5321964621543884","0.5321964621543884","0.5726647973060608","0.5726647973060608","0.5726647973060608","0.5764825940132141","0.5764825940132141","0.5764825940132141","0.5635021924972534","0.5635021924972534","0.5635021924972534","0.5439043045043945","0.5439043045043945","0.5439043045043945","0.5456859469413757","0.5456859469413757","0.5456859469413757","0.5324510335922241","0.5324510335922241","0.5324510335922241","0.5627385973930359","0.5627385973930359","0.5627385973930359","0.5360142588615417","0.5360142588615417","0.5360142588615417"
"391","0.5668109059333801","0.5668109059333801","0.5668109059333801","0.5487401485443115","0.5487401485443115","0.5487401485443115","0.5825909972190857","0.5825909972190857","0.5825909972190857","0.5601934194564819","0.5601934194564819","0.5601934194564819","0.5866632461547852","0.5866632461547852","0.5866632461547852","0.5459404587745667","0.5459404587745667","0.5459404587745667","0.5380504131317139","0.5380504131317139","0.5380504131317139","0.5433952808380127","0.5433952808380127","0.5433952808380127","0.559938907623291","0.559938907623291","0.559938907623291","0.5545940399169922","0.5545940399169922","0.5545940399169922"
"401","0.5841180682182312","0.5841180682182312","0.5841180682182312","0.5433952808380127","0.5433952808380127","0.5433952808380127","0.5782641768455505","0.5782641768455505","0.5782641768455505","0.5607024431228638","0.5607024431228638","0.5607024431228638","0.5853906869888306","0.5853906869888306","0.5853906869888306","0.576737105846405","0.576737105846405","0.576737105846405","0.5418681502342224","0.5418681502342224","0.5418681502342224","0.5451768636703491","0.5451768636703491","0.5451768636703491","0.5591753721237183","0.5591753721237183","0.5591753721237183","0.5823364853858948","0.5823364853858948","0.5823364853858948"
"412","0.5708831548690796","0.5708831548690796","0.5708831548690796","0.5657927989959717","0.5657927989959717","0.5657927989959717","0.5841180682182312","0.5841180682182312","0.5841180682182312","0.5708831548690796","0.5708831548690796","0.5708831548690796","0.5846271514892578","0.5846271514892578","0.5846271514892578","0.5858997106552124","0.5858997106552124","0.5858997106552124","0.5090353488922119","0.5090353488922119","0.5090353488922119","0.557648241519928","0.557648241519928","0.557648241519928","0.5614660382270813","0.5614660382270813","0.5614660382270813","0.5726647973060608","0.5726647973060608","0.5726647973060608"
"423","0.5866632461547852","0.5866632461547852","0.5866632461547852","0.571901261806488","0.571901261806488","0.571901261806488","0.5680834650993347","0.5680834650993347","0.5680834650993347","0.574446439743042","0.574446439743042","0.574446439743042","0.5907355546951294","0.5907355546951294","0.5907355546951294","0.6001527309417725","0.6001527309417725","0.6001527309417725","0.5217612385749817","0.5217612385749817","0.5217612385749817","0.5843726396560669","0.5843726396560669","0.5843726396560669","0.5645202398300171","0.5645202398300171","0.5645202398300171","0.5444133281707764","0.5444133281707764","0.5444133281707764"
"433","0.5678289532661438","0.5678289532661438","0.5678289532661438","0.5489946603775024","0.5489946603775024","0.5489946603775024","0.5642657279968262","0.5642657279968262","0.5642657279968262","0.5902265310287476","0.5902265310287476","0.5902265310287476","0.5828455090522766","0.5828455090522766","0.5828455090522766","0.5856451988220215","0.5856451988220215","0.5856451988220215","0.5388139486312866","0.5388139486312866","0.5388139486312866","0.5858997106552124","0.5858997106552124","0.5858997106552124","0.5176889896392822","0.5176889896392822","0.5176889896392822","0.5655382871627808","0.5655382871627808","0.5655382871627808"
"444","0.5948078632354736","0.5948078632354736","0.5948078632354736","0.5553575754165649","0.5553575754165649","0.5553575754165649","0.5548485517501831","0.5548485517501831","0.5548485517501831","0.5945532917976379","0.5945532917976379","0.5945532917976379","0.5838635563850403","0.5838635563850403","0.5838635563850403","0.5825909972190857","0.5825909972190857","0.5825909972190857","0.5739374160766602","0.5739374160766602","0.5739374160766602","0.5594298839569092","0.5594298839569092","0.5594298839569092","0.5675744414329529","0.5675744414329529","0.5675744414329529","0.5790277719497681","0.5790277719497681","0.5790277719497681"
"454","0.5790277719497681","0.5790277719497681","0.5790277719497681","0.5907355546951294","0.5907355546951294","0.5907355546951294","0.5665563941001892","0.5665563941001892","0.5665563941001892","0.5808093547821045","0.5808093547821045","0.5808093547821045","0.5813183784484863","0.5813183784484863","0.5813183784484863","0.5935352444648743","0.5935352444648743","0.5935352444648743","0.5683379769325256","0.5683379769325256","0.5683379769325256","0.5909900665283203","0.5909900665283203","0.5909900665283203","0.5675744414329529","0.5675744414329529","0.5675744414329529","0.564774751663208","0.564774751663208","0.564774751663208"
"465","0.5800458192825317","0.5800458192825317","0.5800458192825317","0.5795367956161499","0.5795367956161499","0.5795367956161499","0.5635021924972534","0.5635021924972534","0.5635021924972534","0.6019343137741089","0.6019343137741089","0.6019343137741089","0.5858997106552124","0.5858997106552124","0.5858997106552124","0.5871723294258118","0.5871723294258118","0.5871723294258118","0.5568847060203552","0.5568847060203552","0.5568847060203552","0.5858997106552124","0.5858997106552124","0.5858997106552124","0.5764825940132141","0.5764825940132141","0.5764825940132141","0.5833545327186584","0.5833545327186584","0.5833545327186584"
