"Step","leafy-snow-22 - val/accuracy/dataloader_idx_1","leafy-snow-22 - val/accuracy/dataloader_idx_1__MIN","leafy-snow-22 - val/accuracy/dataloader_idx_1__MAX","rare-haze-21 - val/accuracy/dataloader_idx_1","rare-haze-21 - val/accuracy/dataloader_idx_1__MIN","rare-haze-21 - val/accuracy/dataloader_idx_1__MAX","good-microwave-23 - val/accuracy/dataloader_idx_1","good-microwave-23 - val/accuracy/dataloader_idx_1__MIN","good-microwave-23 - val/accuracy/dataloader_idx_1__MAX"
"18334","0.9384765625","0.9384765625","0.9384765625","0.94140625","0.94140625","0.94140625","0.94921875","0.94921875","0.94921875"
"18686","0.9306640625","0.9306640625","0.9306640625","0.9453125","0.9453125","0.9453125","0.951171875","0.951171875","0.951171875"
"19039","0.939453125","0.939453125","0.939453125","0.94921875","0.94921875","0.94921875","0.9423828125","0.9423828125","0.9423828125"
"19392","0.9345703125","0.9345703125","0.9345703125","0.94921875","0.94921875","0.94921875","0.947265625","0.947265625","0.947265625"
"19744","0.94140625","0.94140625","0.94140625","0.9521484375","0.9521484375","0.9521484375","0.94921875","0.94921875","0.94921875"
"20097","0.9365234375","0.9365234375","0.9365234375","0.94921875","0.94921875","0.94921875","0.947265625","0.947265625","0.947265625"
"20449","0.935546875","0.935546875","0.935546875","0.9521484375","0.9521484375","0.9521484375","0.9501953125","0.9501953125","0.9501953125"
"20802","0.9375","0.9375","0.9375","0.943359375","0.943359375","0.943359375","0.9482421875","0.9482421875","0.9482421875"
"21155","0.935546875","0.935546875","0.935546875","0.9462890625","0.9462890625","0.9462890625","0.9462890625","0.9462890625","0.9462890625"
"21507","0.9365234375","0.9365234375","0.9365234375","0.951171875","0.951171875","0.951171875","0.947265625","0.947265625","0.947265625"
"21860","0.9375","0.9375","0.9375","0.9482421875","0.9482421875","0.9482421875","0.955078125","0.955078125","0.955078125"
"22212","0.935546875","0.935546875","0.935546875","0.9521484375","0.9521484375","0.9521484375","0.9521484375","0.9521484375","0.9521484375"
"22565","0.9404296875","0.9404296875","0.9404296875","0.947265625","0.947265625","0.947265625","0.9521484375","0.9521484375","0.9521484375"
"22918","0.9404296875","0.9404296875","0.9404296875","0.9501953125","0.9501953125","0.9501953125","0.9521484375","0.9521484375","0.9521484375"
"23270","0.9375","0.9375","0.9375","0.953125","0.953125","0.953125","0.9501953125","0.9501953125","0.9501953125"
"23623","0.9375","0.9375","0.9375","0.947265625","0.947265625","0.947265625","0.9501953125","0.9501953125","0.9501953125"
"23975","0.9384765625","0.9384765625","0.9384765625","0.951171875","0.951171875","0.951171875","0.9521484375","0.9521484375","0.9521484375"
"24328","0.9384765625","0.9384765625","0.9384765625","0.9501953125","0.9501953125","0.9501953125","0.9560546875","0.9560546875","0.9560546875"
"24681","0.9384765625","0.9384765625","0.9384765625","0.9521484375","0.9521484375","0.9521484375","0.955078125","0.955078125","0.955078125"
"25033","0.94140625","0.94140625","0.94140625","0.951171875","0.951171875","0.951171875","0.953125","0.953125","0.953125"
"25386","0.9365234375","0.9365234375","0.9365234375","0.953125","0.953125","0.953125","0.9482421875","0.9482421875","0.9482421875"
"25738","0.9345703125","0.9345703125","0.9345703125","0.947265625","0.947265625","0.947265625","0.951171875","0.951171875","0.951171875"
"26091","0.94140625","0.94140625","0.94140625","0.94921875","0.94921875","0.94921875","0.9453125","0.9453125","0.9453125"
"26444","0.9423828125","0.9423828125","0.9423828125","0.951171875","0.951171875","0.951171875","0.9453125","0.9453125","0.9453125"
"26796","0.9375","0.9375","0.9375","0.951171875","0.951171875","0.951171875","0.955078125","0.955078125","0.955078125"
"27149","0.943359375","0.943359375","0.943359375","0.9521484375","0.9521484375","0.9521484375","0.955078125","0.955078125","0.955078125"
"27501","0.9462890625","0.9462890625","0.9462890625","0.955078125","0.955078125","0.955078125","0.953125","0.953125","0.953125"
"27854","0.9345703125","0.9345703125","0.9345703125","0.9541015625","0.9541015625","0.9541015625","0.951171875","0.951171875","0.951171875"
"28207","0.9423828125","0.9423828125","0.9423828125","0.953125","0.953125","0.953125","0.9541015625","0.9541015625","0.9541015625"
"28559","0.943359375","0.943359375","0.943359375","0.9541015625","0.9541015625","0.9541015625","0.9501953125","0.9501953125","0.9501953125"
"28912","0.9404296875","0.9404296875","0.9404296875","0.9482421875","0.9482421875","0.9482421875","0.9541015625","0.9541015625","0.9541015625"
"29264","0.94140625","0.94140625","0.94140625","0.955078125","0.955078125","0.955078125","0.953125","0.953125","0.953125"
"29617","0.943359375","0.943359375","0.943359375","0.9443359375","0.9443359375","0.9443359375","0.953125","0.953125","0.953125"
"29970","0.943359375","0.943359375","0.943359375","0.951171875","0.951171875","0.951171875","0.9580078125","0.9580078125","0.9580078125"
