"Step","bright-shape-26 - val/accuracy/dataloader_idx_3","bright-shape-26 - val/accuracy/dataloader_idx_3__MIN","bright-shape-26 - val/accuracy/dataloader_idx_3__MAX","swept-valley-27 - val/accuracy/dataloader_idx_3","swept-valley-27 - val/accuracy/dataloader_idx_3__MIN","swept-valley-27 - val/accuracy/dataloader_idx_3__MAX"
"17276","0.8701171875","0.8701171875","0.8701171875","0.8434244990348816","0.8434244990348816","0.8434244990348816"
"17629","0.8688151240348816","0.8688151240348816","0.8688151240348816","0.8401692509651184","0.8401692509651184","0.8401692509651184"
"17981","0.8697916865348816","0.8697916865348816","0.8697916865348816","0.8372395634651184","0.8372395634651184","0.8372395634651184"
"18334","0.87109375","0.87109375","0.87109375","0.8336588740348816","0.8336588740348816","0.8336588740348816"
"18686","0.869140625","0.869140625","0.869140625","0.845703125","0.845703125","0.845703125"
"19039","0.8681640625","0.8681640625","0.8681640625","0.8492838740348816","0.8492838740348816","0.8492838740348816"
"19392","0.8766276240348816","0.8766276240348816","0.8766276240348816","0.8444010615348816","0.8444010615348816","0.8444010615348816"
"19744","0.8629557490348816","0.8629557490348816","0.8629557490348816","0.8453776240348816","0.8453776240348816","0.8453776240348816"
"20097","0.8688151240348816","0.8688151240348816","0.8688151240348816","0.8492838740348816","0.8492838740348816","0.8492838740348816"
"20449","0.8675130009651184","0.8675130009651184","0.8675130009651184","0.8564453125","0.8564453125","0.8564453125"
"20802","0.873046875","0.873046875","0.873046875","0.8564453125","0.8564453125","0.8564453125"
"21155","0.8658854365348816","0.8658854365348816","0.8658854365348816","0.8525390625","0.8525390625","0.8525390625"
"21507","0.875","0.875","0.875","0.8606770634651184","0.8606770634651184","0.8606770634651184"
"21860","0.8736979365348816","0.8736979365348816","0.8736979365348816","0.8626301884651184","0.8626301884651184","0.8626301884651184"
"22212","0.8707682490348816","0.8707682490348816","0.8707682490348816","0.8489583134651184","0.8489583134651184","0.8489583134651184"
"22565","0.8736979365348816","0.8736979365348816","0.8736979365348816","0.857421875","0.857421875","0.857421875"
"22918","0.8701171875","0.8701171875","0.8701171875","0.8623046875","0.8623046875","0.8623046875"
"23270","0.8756510615348816","0.8756510615348816","0.8756510615348816","0.8577473759651184","0.8577473759651184","0.8577473759651184"
"23623","0.8795573115348816","0.8795573115348816","0.8795573115348816","0.859375","0.859375","0.859375"
"23975","0.8824869990348816","0.8824869990348816","0.8824869990348816","0.8694661259651184","0.8694661259651184","0.8694661259651184"
"24328","0.8811848759651184","0.8811848759651184","0.8811848759651184","0.8701171875","0.8701171875","0.8701171875"
"24681","0.880859375","0.880859375","0.880859375","0.8658854365348816","0.8658854365348816","0.8658854365348816"
"25033","0.8828125","0.8828125","0.8828125","0.8694661259651184","0.8694661259651184","0.8694661259651184"
"25386","0.880859375","0.880859375","0.880859375","0.8636067509651184","0.8636067509651184","0.8636067509651184"
"25738","0.8860676884651184","0.8860676884651184","0.8860676884651184","0.8746744990348816","0.8746744990348816","0.8746744990348816"
"26091","0.880859375","0.880859375","0.880859375","0.8684895634651184","0.8684895634651184","0.8684895634651184"
"26444","0.8821614384651184","0.8821614384651184","0.8821614384651184","0.8743489384651184","0.8743489384651184","0.8743489384651184"
"26796","0.8854166865348816","0.8854166865348816","0.8854166865348816","0.8723958134651184","0.8723958134651184","0.8723958134651184"
"27149","0.884765625","0.884765625","0.884765625","0.8727213740348816","0.8727213740348816","0.8727213740348816"
"27501","0.890625","0.890625","0.890625","0.8707682490348816","0.8707682490348816","0.8707682490348816"
"27854","0.88671875","0.88671875","0.88671875","0.8802083134651184","0.8802083134651184","0.8802083134651184"
"28207","0.8844401240348816","0.8844401240348816","0.8844401240348816","0.8743489384651184","0.8743489384651184","0.8743489384651184"
"28559","0.8824869990348816","0.8824869990348816","0.8824869990348816","0.8772786259651184","0.8772786259651184","0.8772786259651184"
"28912","0.8863932490348816","0.8863932490348816","0.8863932490348816","0.8720703125","0.8720703125","0.8720703125"
"29264","0.8863932490348816","0.8863932490348816","0.8863932490348816","0.8684895634651184","0.8684895634651184","0.8684895634651184"
"29617","0.89453125","0.89453125","0.89453125","0.8792317509651184","0.8792317509651184","0.8792317509651184"
"29970","0.892578125","0.892578125","0.892578125","0.876953125","0.876953125","0.876953125"
