"Step","bright-shape-26 - val/accuracy/dataloader_idx_3","bright-shape-26 - val/accuracy/dataloader_idx_3__MIN","bright-shape-26 - val/accuracy/dataloader_idx_3__MAX","swept-valley-27 - val/accuracy/dataloader_idx_3","swept-valley-27 - val/accuracy/dataloader_idx_3__MIN","swept-valley-27 - val/accuracy/dataloader_idx_3__MAX"
"351","0.6901041865348816","0.6901041865348816","0.6901041865348816","0.7164713740348816","0.7164713740348816","0.7164713740348816"
"704","0.6692708134651184","0.6692708134651184","0.6692708134651184","0.7542317509651184","0.7542317509651184","0.7542317509651184"
"1056","0.7151692509651184","0.7151692509651184","0.7151692509651184","0.6995442509651184","0.6995442509651184","0.6995442509651184"
"1409","0.6910807490348816","0.6910807490348816","0.6910807490348816","0.6197916865348816","0.6197916865348816","0.6197916865348816"
"1762","0.7288411259651184","0.7288411259651184","0.7288411259651184","0.6901041865348816","0.6901041865348816","0.6901041865348816"
"2114","0.78515625","0.78515625","0.78515625","0.6871744990348816","0.6871744990348816","0.6871744990348816"
"2467","0.779296875","0.779296875","0.779296875","0.6468098759651184","0.6468098759651184","0.6468098759651184"
"2819","0.7708333134651184","0.7708333134651184","0.7708333134651184","0.6458333134651184","0.6458333134651184","0.6458333134651184"
"3172","0.8024088740348816","0.8024088740348816","0.8024088740348816","0.6344401240348816","0.6344401240348816","0.6344401240348816"
"3525","0.82421875","0.82421875","0.82421875","0.5930989384651184","0.5930989384651184","0.5930989384651184"
"3877","0.8193359375","0.8193359375","0.8193359375","0.6295573115348816","0.6295573115348816","0.6295573115348816"
"4230","0.8294270634651184","0.8294270634651184","0.8294270634651184","0.6015625","0.6015625","0.6015625"
"4582","0.8385416865348816","0.8385416865348816","0.8385416865348816","0.6507161259651184","0.6507161259651184","0.6507161259651184"
"4935","0.841796875","0.841796875","0.841796875","0.6715494990348816","0.6715494990348816","0.6715494990348816"
"5288","0.8372395634651184","0.8372395634651184","0.8372395634651184","0.6920573115348816","0.6920573115348816","0.6920573115348816"
"5640","0.8421223759651184","0.8421223759651184","0.8421223759651184","0.7327473759651184","0.7327473759651184","0.7327473759651184"
"5993","0.8450520634651184","0.8450520634651184","0.8450520634651184","0.7760416865348816","0.7760416865348816","0.7760416865348816"
"6345","0.8450520634651184","0.8450520634651184","0.8450520634651184","0.7652994990348816","0.7652994990348816","0.7652994990348816"
"6698","0.8518880009651184","0.8518880009651184","0.8518880009651184","0.763671875","0.763671875","0.763671875"
"7051","0.8444010615348816","0.8444010615348816","0.8444010615348816","0.7513020634651184","0.7513020634651184","0.7513020634651184"
"7403","0.8326823115348816","0.8326823115348816","0.8326823115348816","0.7639973759651184","0.7639973759651184","0.7639973759651184"
"7756","0.8411458134651184","0.8411458134651184","0.8411458134651184","0.7688801884651184","0.7688801884651184","0.7688801884651184"
"8108","0.8414713740348816","0.8414713740348816","0.8414713740348816","0.7936198115348816","0.7936198115348816","0.7936198115348816"
"8461","0.8447265625","0.8447265625","0.8447265625","0.8089192509651184","0.8089192509651184","0.8089192509651184"
"8814","0.8391926884651184","0.8391926884651184","0.8391926884651184","0.8245442509651184","0.8245442509651184","0.8245442509651184"
"9166","0.8372395634651184","0.8372395634651184","0.8372395634651184","0.8268229365348816","0.8268229365348816","0.8268229365348816"
"9519","0.8421223759651184","0.8421223759651184","0.8421223759651184","0.8238932490348816","0.8238932490348816","0.8238932490348816"
"9871","0.8424479365348816","0.8424479365348816","0.8424479365348816","0.8219401240348816","0.8219401240348816","0.8219401240348816"
"10224","0.8430989384651184","0.8430989384651184","0.8430989384651184","0.8125","0.8125","0.8125"
"10577","0.8427734375","0.8427734375","0.8427734375","0.8167317509651184","0.8167317509651184","0.8167317509651184"
"10929","0.8427734375","0.8427734375","0.8427734375","0.826171875","0.826171875","0.826171875"
"11282","0.8430989384651184","0.8430989384651184","0.8430989384651184","0.8190104365348816","0.8190104365348816","0.8190104365348816"
"11634","0.8548176884651184","0.8548176884651184","0.8548176884651184","0.8284505009651184","0.8284505009651184","0.8284505009651184"
"11987","0.8512369990348816","0.8512369990348816","0.8512369990348816","0.8317057490348816","0.8317057490348816","0.8317057490348816"
"12340","0.857421875","0.857421875","0.857421875","0.8313801884651184","0.8313801884651184","0.8313801884651184"
"12692","0.8502604365348816","0.8502604365348816","0.8502604365348816","0.8326823115348816","0.8326823115348816","0.8326823115348816"
"13045","0.8528645634651184","0.8528645634651184","0.8528645634651184","0.8401692509651184","0.8401692509651184","0.8401692509651184"
"13397","0.8580729365348816","0.8580729365348816","0.8580729365348816","0.845703125","0.845703125","0.845703125"
"13750","0.8590494990348816","0.8590494990348816","0.8590494990348816","0.8430989384651184","0.8430989384651184","0.8430989384651184"
"14103","0.8597005009651184","0.8597005009651184","0.8597005009651184","0.8447265625","0.8447265625","0.8447265625"
"14455","0.8645833134651184","0.8645833134651184","0.8645833134651184","0.845703125","0.845703125","0.845703125"
"14808","0.8668619990348816","0.8668619990348816","0.8668619990348816","0.8499348759651184","0.8499348759651184","0.8499348759651184"
"15160","0.8561198115348816","0.8561198115348816","0.8561198115348816","0.8362630009651184","0.8362630009651184","0.8362630009651184"
"15513","0.8616536259651184","0.8616536259651184","0.8616536259651184","0.8307291865348816","0.8307291865348816","0.8307291865348816"
"15866","0.8636067509651184","0.8636067509651184","0.8636067509651184","0.8470051884651184","0.8470051884651184","0.8470051884651184"
"16218","0.8623046875","0.8623046875","0.8623046875","0.8274739384651184","0.8274739384651184","0.8274739384651184"
"16571","0.8678385615348816","0.8678385615348816","0.8678385615348816","0.8479817509651184","0.8479817509651184","0.8479817509651184"
"16923","0.8623046875","0.8623046875","0.8623046875","0.8408203125","0.8408203125","0.8408203125"
