"Step","prime-morning-94 - val/accuracy/dataloader_idx_1","prime-morning-94 - val/accuracy/dataloader_idx_1__MIN","prime-morning-94 - val/accuracy/dataloader_idx_1__MAX","legendary-aardvark-93 - val/accuracy/dataloader_idx_1","legendary-aardvark-93 - val/accuracy/dataloader_idx_1__MIN","legendary-aardvark-93 - val/accuracy/dataloader_idx_1__MAX","dark-bee-92 - val/accuracy/dataloader_idx_1","dark-bee-92 - val/accuracy/dataloader_idx_1__MIN","dark-bee-92 - val/accuracy/dataloader_idx_1__MAX","dark-bee-91 - val/accuracy/dataloader_idx_1","dark-bee-91 - val/accuracy/dataloader_idx_1__MIN","dark-bee-91 - val/accuracy/dataloader_idx_1__MAX","icy-wave-90 - val/accuracy/dataloader_idx_1","icy-wave-90 - val/accuracy/dataloader_idx_1__MIN","icy-wave-90 - val/accuracy/dataloader_idx_1__MAX","earthy-mountain-89 - val/accuracy/dataloader_idx_1","earthy-mountain-89 - val/accuracy/dataloader_idx_1__MIN","earthy-mountain-89 - val/accuracy/dataloader_idx_1__MAX","rare-silence-88 - val/accuracy/dataloader_idx_1","rare-silence-88 - val/accuracy/dataloader_idx_1__MIN","rare-silence-88 - val/accuracy/dataloader_idx_1__MAX","grateful-fog-87 - val/accuracy/dataloader_idx_1","grateful-fog-87 - val/accuracy/dataloader_idx_1__MIN","grateful-fog-87 - val/accuracy/dataloader_idx_1__MAX","likely-pyramid-86 - val/accuracy/dataloader_idx_1","likely-pyramid-86 - val/accuracy/dataloader_idx_1__MIN","likely-pyramid-86 - val/accuracy/dataloader_idx_1__MAX","tough-bush-85 - val/accuracy/dataloader_idx_1","tough-bush-85 - val/accuracy/dataloader_idx_1__MIN","tough-bush-85 - val/accuracy/dataloader_idx_1__MAX"
"115","0.3433443605899811","0.3433443605899811","0.3433443605899811","0.3535250723361969","0.3535250723361969","0.3535250723361969","0.3451259732246399","0.3451259732246399","0.3451259732246399","0.3637057840824127","0.3637057840824127","0.3637057840824127","0.30847543478012085","0.30847543478012085","0.30847543478012085","0.4044286012649536","0.4044286012649536","0.4044286012649536","0.3260371685028076","0.3260371685028076","0.3260371685028076","0.4054466784000397","0.4054466784000397","0.4054466784000397","0.32196488976478577","0.32196488976478577","0.32196488976478577","0.3441079258918762","0.3441079258918762","0.3441079258918762"
"126","0.36905065178871155","0.36905065178871155","0.36905065178871155","0.37210485339164734","0.37210485339164734","0.37210485339164734","0.36090609431266785","0.36090609431266785","0.36090609431266785","0.3858488202095032","0.3858488202095032","0.3858488202095032","0.31051158905029297","0.31051158905029297","0.31051158905029297","0.4176635146141052","0.4176635146141052","0.4176635146141052","0.3894120752811432","0.3894120752811432","0.3894120752811432","0.42122676968574524","0.42122676968574524","0.42122676968574524","0.3682870864868164","0.3682870864868164","0.3682870864868164","0.36243319511413574","0.36243319511413574","0.36243319511413574"
"136","0.3942478895187378","0.3942478895187378","0.3942478895187378","0.3764316737651825","0.3764316737651825","0.3764316737651825","0.3402901589870453","0.3402901589870453","0.3402901589870453","0.4041740894317627","0.4041740894317627","0.4041740894317627","0.3438533842563629","0.3438533842563629","0.3438533842563629","0.4041740894317627","0.4041740894317627","0.4041740894317627","0.3588699400424957","0.3588699400424957","0.3588699400424957","0.4191906452178955","0.4191906452178955","0.4191906452178955","0.3553066849708557","0.3553066849708557","0.3553066849708557","0.3843217194080353","0.3843217194080353","0.3843217194080353"
"147","0.40646475553512573","0.40646475553512573","0.40646475553512573","0.4090099334716797","0.4090099334716797","0.4090099334716797","0.3456350266933441","0.3456350266933441","0.3456350266933441","0.4135912358760834","0.4135912358760834","0.4135912358760834","0.3499618172645569","0.3499618172645569","0.3499618172645569","0.38737592101097107","0.38737592101097107","0.38737592101097107","0.39882922172546387","0.39882922172546387","0.39882922172546387","0.41002801060676575","0.41002801060676575","0.41002801060676575","0.3749045431613922","0.3749045431613922","0.3749045431613922","0.3715958297252655","0.3715958297252655","0.3715958297252655"
"158","0.392466276884079","0.392466276884079","0.392466276884079","0.4240264594554901","0.4240264594554901","0.4240264594554901","0.3634512722492218","0.3634512722492218","0.3634512722492218","0.42504453659057617","0.42504453659057617","0.42504453659057617","0.36905065178871155","0.36905065178871155","0.36905065178871155","0.4123186469078064","0.4123186469078064","0.4123186469078064","0.4090099334716797","0.4090099334716797","0.4090099334716797","0.4436243176460266","0.4436243176460266","0.4436243176460266","0.40188342332839966","0.40188342332839966","0.40188342332839966","0.42453551292419434","0.42453551292419434","0.42453551292419434"
"168","0.4029015004634857","0.4029015004634857","0.4029015004634857","0.42173582315444946","0.42173582315444946","0.42173582315444946","0.37210485339164734","0.37210485339164734","0.37210485339164734","0.4301348924636841","0.4301348924636841","0.4301348924636841","0.38712140917778015","0.38712140917778015","0.38712140917778015","0.4209722578525543","0.4209722578525543","0.4209722578525543","0.4336981475353241","0.4336981475353241","0.4336981475353241","0.45227792859077454","0.45227792859077454","0.45227792859077454","0.4202086925506592","0.4202086925506592","0.4202086925506592","0.4273352026939392","0.4273352026939392","0.4273352026939392"
"179","0.43955203890800476","0.43955203890800476","0.43955203890800476","0.4436243176460266","0.4436243176460266","0.4436243176460266","0.386357843875885","0.386357843875885","0.386357843875885","0.4431152939796448","0.4431152939796448","0.4431152939796448","0.3749045431613922","0.3749045431613922","0.3749045431613922","0.42148128151893616","0.42148128151893616","0.42148128151893616","0.4219903349876404","0.4219903349876404","0.4219903349876404","0.479256808757782","0.479256808757782","0.479256808757782","0.41002801060676575","0.41002801060676575","0.41002801060676575","0.44769662618637085","0.44769662618637085","0.44769662618637085"
"189","0.42326292395591736","0.42326292395591736","0.42326292395591736","0.43140748143196106","0.43140748143196106","0.43140748143196106","0.39348435401916504","0.39348435401916504","0.39348435401916504","0.4420972168445587","0.4420972168445587","0.4420972168445587","0.40366506576538086","0.40366506576538086","0.40366506576538086","0.43268007040023804","0.43268007040023804","0.43268007040023804","0.4174090027809143","0.4174090027809143","0.4174090027809143","0.48358359932899475","0.48358359932899475","0.48358359932899475","0.433952659368515","0.433952659368515","0.433952659368515","0.4644947946071625","0.4644947946071625","0.4644947946071625"
"200","0.4535505175590515","0.4535505175590515","0.4535505175590515","0.46576738357543945","0.46576738357543945","0.46576738357543945","0.3995927572250366","0.3995927572250366","0.3995927572250366","0.45711377263069153","0.45711377263069153","0.45711377263069153","0.42631712555885315","0.42631712555885315","0.42631712555885315","0.44438788294792175","0.44438788294792175","0.44438788294792175","0.4515143930912018","0.4515143930912018","0.4515143930912018","0.4907101094722748","0.4907101094722748","0.4907101094722748","0.44107916951179504","0.44107916951179504","0.44107916951179504","0.48536524176597595","0.48536524176597595","0.48536524176597595"
"211","0.4716212749481201","0.4716212749481201","0.4716212749481201","0.47060319781303406","0.47060319781303406","0.47060319781303406","0.37414100766181946","0.37414100766181946","0.37414100766181946","0.45889538526535034","0.45889538526535034","0.45889538526535034","0.4627131521701813","0.4627131521701813","0.4627131521701813","0.46373122930526733","0.46373122930526733","0.46373122930526733","0.435225248336792","0.435225248336792","0.435225248336792","0.4764571189880371","0.4764571189880371","0.4764571189880371","0.47391194105148315","0.47391194105148315","0.47391194105148315","0.4581318497657776","0.4581318497657776","0.4581318497657776"
"221","0.48511072993278503","0.48511072993278503","0.48511072993278503","0.4611860513687134","0.4611860513687134","0.4611860513687134","0.3810129761695862","0.3810129761695862","0.3810129761695862","0.4530414938926697","0.4530414938926697","0.4530414938926697","0.4563502073287964","0.4563502073287964","0.4563502073287964","0.46551284193992615","0.46551284193992615","0.46551284193992615","0.47518453001976013","0.47518453001976013","0.47518453001976013","0.4683125615119934","0.4683125615119934","0.4683125615119934","0.4698396623134613","0.4698396623134613","0.4698396623134613","0.4716212749481201","0.4716212749481201","0.4716212749481201"
"232","0.474420964717865","0.474420964717865","0.474420964717865","0.46703997254371643","0.46703997254371643","0.46703997254371643","0.37897685170173645","0.37897685170173645","0.37897685170173645","0.45405957102775574","0.45405957102775574","0.45405957102775574","0.47340288758277893","0.47340288758277893","0.47340288758277893","0.4647493064403534","0.4647493064403534","0.4647493064403534","0.49860015511512756","0.49860015511512756","0.49860015511512756","0.4678035080432892","0.4678035080432892","0.4678035080432892","0.49681854248046875","0.49681854248046875","0.49681854248046875","0.49987274408340454","0.49987274408340454","0.49987274408340454"
"242","0.484092652797699","0.484092652797699","0.484092652797699","0.45380502939224243","0.45380502939224243","0.45380502939224243","0.39043012261390686","0.39043012261390686","0.39043012261390686","0.438788503408432","0.438788503408432","0.438788503408432","0.4662764072418213","0.4662764072418213","0.4662764072418213","0.46576738357543945","0.46576738357543945","0.46576738357543945","0.5189615488052368","0.5189615488052368","0.5189615488052368","0.4489692151546478","0.4489692151546478","0.4489692151546478","0.4927462339401245","0.4927462339401245","0.4927462339401245","0.47569355368614197","0.47569355368614197","0.47569355368614197"
"253","0.479256808757782","0.479256808757782","0.479256808757782","0.4288623034954071","0.4288623034954071","0.4288623034954071","0.4090099334716797","0.4090099334716797","0.4090099334716797","0.44922372698783875","0.44922372698783875","0.44922372698783875","0.43649783730506897","0.43649783730506897","0.43649783730506897","0.44642403721809387","0.44642403721809387","0.44642403721809387","0.5123441219329834","0.5123441219329834","0.5123441219329834","0.4415881931781769","0.4415881931781769","0.4415881931781769","0.48561975359916687","0.48561975359916687","0.48561975359916687","0.49045559763908386","0.49045559763908386","0.49045559763908386"
"264","0.4874013662338257","0.4874013662338257","0.4874013662338257","0.4141002893447876","0.4141002893447876","0.4141002893447876","0.40519216656684875","0.40519216656684875","0.40519216656684875","0.4469330608844757","0.4469330608844757","0.4469330608844757","0.4469330608844757","0.4469330608844757","0.4469330608844757","0.435225248336792","0.435225248336792","0.435225248336792","0.518452525138855","0.518452525138855","0.518452525138855","0.46067702770233154","0.46067702770233154","0.46067702770233154","0.47213029861450195","0.47213029861450195","0.47213029861450195","0.48358359932899475","0.48358359932899475","0.48358359932899475"
"274","0.5044540762901306","0.5044540762901306","0.5044540762901306","0.4634767174720764","0.4634767174720764","0.4634767174720764","0.4123186469078064","0.4123186469078064","0.4123186469078064","0.4629676640033722","0.4629676640033722","0.4629676640033722","0.4517689049243927","0.4517689049243927","0.4517689049243927","0.44438788294792175","0.44438788294792175","0.44438788294792175","0.528124213218689","0.528124213218689","0.528124213218689","0.473148375749588","0.473148375749588","0.473148375749588","0.4881649315357208","0.4881649315357208","0.4881649315357208","0.4683125615119934","0.4683125615119934","0.4683125615119934"
"285","0.5031814575195312","0.5031814575195312","0.5031814575195312","0.45762279629707336","0.45762279629707336","0.45762279629707336","0.3825400769710541","0.3825400769710541","0.3825400769710541","0.5016543865203857","0.5016543865203857","0.5016543865203857","0.4650038182735443","0.4650038182735443","0.4650038182735443","0.43573427200317383","0.43573427200317383","0.43573427200317383","0.5031814575195312","0.5031814575195312","0.5031814575195312","0.46551284193992615","0.46551284193992615","0.46551284193992615","0.4891830086708069","0.4891830086708069","0.4891830086708069","0.4512598514556885","0.4512598514556885","0.4512598514556885"
"295","0.5097989439964294","0.5097989439964294","0.5097989439964294","0.4726393520832062","0.4726393520832062","0.4726393520832062","0.4548231065273285","0.4548231065273285","0.4548231065273285","0.4894375205039978","0.4894375205039978","0.4894375205039978","0.4515143930912018","0.4515143930912018","0.4515143930912018","0.4286077916622162","0.4286077916622162","0.4286077916622162","0.4991091787815094","0.4991091787815094","0.4991091787815094","0.47085773944854736","0.47085773944854736","0.47085773944854736","0.48867395520210266","0.48867395520210266","0.48867395520210266","0.4548231065273285","0.4548231065273285","0.4548231065273285"
"306","0.5011453032493591","0.5011453032493591","0.5011453032493591","0.5016543865203857","0.5016543865203857","0.5016543865203857","0.4095189571380615","0.4095189571380615","0.4095189571380615","0.4930007755756378","0.4930007755756378","0.4930007755756378","0.4466785490512848","0.4466785490512848","0.4466785490512848","0.41817256808280945","0.41817256808280945","0.41817256808280945","0.49045559763908386","0.49045559763908386","0.49045559763908386","0.5029269456863403","0.5029269456863403","0.5029269456863403","0.47060319781303406","0.47060319781303406","0.47060319781303406","0.4741664528846741","0.4741664528846741","0.4741664528846741"
"317","0.5171799659729004","0.5171799659729004","0.5171799659729004","0.5011453032493591","0.5011453032493591","0.5011453032493591","0.44795113801956177","0.44795113801956177","0.44795113801956177","0.5105624794960022","0.5105624794960022","0.5105624794960022","0.4438788592815399","0.4438788592815399","0.4438788592815399","0.4354797601699829","0.4354797601699829","0.4354797601699829","0.48027488589286804","0.48027488589286804","0.48027488589286804","0.4825655519962311","0.4825655519962311","0.4825655519962311","0.474420964717865","0.474420964717865","0.474420964717865","0.48561975359916687","0.48561975359916687","0.48561975359916687"
"327","0.5360142588615417","0.5360142588615417","0.5360142588615417","0.5039450526237488","0.5039450526237488","0.5039450526237488","0.4319165050983429","0.4319165050983429","0.4319165050983429","0.481547474861145","0.481547474861145","0.481547474861145","0.4487146735191345","0.4487146735191345","0.4487146735191345","0.4113005995750427","0.4113005995750427","0.4113005995750427","0.49478238821029663","0.49478238821029663","0.49478238821029663","0.4922372102737427","0.4922372102737427","0.4922372102737427","0.48383814096450806","0.48383814096450806","0.48383814096450806","0.5003817677497864","0.5003817677497864","0.5003817677497864"
"338","0.5482311248779297","0.5482311248779297","0.5482311248779297","0.5176889896392822","0.5176889896392822","0.5176889896392822","0.45736828446388245","0.45736828446388245","0.45736828446388245","0.5153983235359192","0.5153983235359192","0.5153983235359192","0.46907609701156616","0.46907609701156616","0.46907609701156616","0.4301348924636841","0.4301348924636841","0.4301348924636841","0.5153983235359192","0.5153983235359192","0.5153983235359192","0.4797658324241638","0.4797658324241638","0.4797658324241638","0.4680580198764801","0.4680580198764801","0.4680580198764801","0.5072537660598755","0.5072537660598755","0.5072537660598755"
"348","0.5390684604644775","0.5390684604644775","0.5390684604644775","0.5187070369720459","0.5187070369720459","0.5187070369720459","0.4563502073287964","0.4563502073287964","0.4563502073287964","0.523288369178772","0.523288369178772","0.523288369178772","0.4879104197025299","0.4879104197025299","0.4879104197025299","0.4237719476222992","0.4237719476222992","0.4237719476222992","0.5026724338531494","0.5026724338531494","0.5026724338531494","0.4896920323371887","0.4896920323371887","0.4896920323371887","0.4566047191619873","0.4566047191619873","0.4566047191619873","0.4945278763771057","0.4945278763771057","0.4945278763771057"
"359","0.5375413298606873","0.5375413298606873","0.5375413298606873","0.5293967723846436","0.5293967723846436","0.5293967723846436","0.4489692151546478","0.4489692151546478","0.4489692151546478","0.5334690809249878","0.5334690809249878","0.5334690809249878","0.49376431107521057","0.49376431107521057","0.49376431107521057","0.4224993586540222","0.4224993586540222","0.4224993586540222","0.5151438117027283","0.5151438117027283","0.5151438117027283","0.4716212749481201","0.4716212749481201","0.4716212749481201","0.49860015511512756","0.49860015511512756","0.49860015511512756","0.508780837059021","0.508780837059021","0.508780837059021"
"370","0.5344871282577515","0.5344871282577515","0.5344871282577515","0.5334690809249878","0.5334690809249878","0.5334690809249878","0.4632222056388855","0.4632222056388855","0.4632222056388855","0.5299058556556702","0.5299058556556702","0.5299058556556702","0.5021634101867676","0.5021634101867676","0.5021634101867676","0.4123186469078064","0.4123186469078064","0.4123186469078064","0.5217612385749817","0.5217612385749817","0.5217612385749817","0.484092652797699","0.484092652797699","0.484092652797699","0.5016543865203857","0.5016543865203857","0.5016543865203857","0.49656400084495544","0.49656400084495544","0.49656400084495544"
"380","0.5176889896392822","0.5176889896392822","0.5176889896392822","0.5357597470283508","0.5357597470283508","0.5357597470283508","0.4601679742336273","0.4601679742336273","0.4601679742336273","0.5344871282577515","0.5344871282577515","0.5344871282577515","0.5192160606384277","0.5192160606384277","0.5192160606384277","0.44947823882102966","0.44947823882102966","0.44947823882102966","0.5146347880363464","0.5146347880363464","0.5146347880363464","0.5151438117027283","0.5151438117027283","0.5151438117027283","0.5075082778930664","0.5075082778930664","0.5075082778930664","0.4876558780670166","0.4876558780670166","0.4876558780670166"
"391","0.5128531455993652","0.5128531455993652","0.5128531455993652","0.5179435014724731","0.5179435014724731","0.5179435014724731","0.4693306088447571","0.4693306088447571","0.4693306088447571","0.5299058556556702","0.5299058556556702","0.5299058556556702","0.5306693911552429","0.5306693911552429","0.5306693911552429","0.43624332547187805","0.43624332547187805","0.43624332547187805","0.5253245234489441","0.5253245234489441","0.5253245234489441","0.4960549771785736","0.4960549771785736","0.4960549771785736","0.5375413298606873","0.5375413298606873","0.5375413298606873","0.4940188229084015","0.4940188229084015","0.4940188229084015"
"401","0.5202341675758362","0.5202341675758362","0.5202341675758362","0.564774751663208","0.564774751663208","0.564774751663208","0.4894375205039978","0.4894375205039978","0.4894375205039978","0.5459404587745667","0.5459404587745667","0.5459404587745667","0.515907347202301","0.515907347202301","0.515907347202301","0.45558667182922363","0.45558667182922363","0.45558667182922363","0.5428862571716309","0.5428862571716309","0.5428862571716309","0.5176889896392822","0.5176889896392822","0.5176889896392822","0.5156528353691101","0.5156528353691101","0.5156528353691101","0.5006362795829773","0.5006362795829773","0.5006362795829773"
"412","0.5220157504081726","0.5220157504081726","0.5220157504081726","0.572155773639679","0.572155773639679","0.572155773639679","0.5166708827018738","0.5166708827018738","0.5166708827018738","0.5271061062812805","0.5271061062812805","0.5271061062812805","0.532960057258606","0.532960057258606","0.532960057258606","0.4797658324241638","0.4797658324241638","0.4797658324241638","0.532960057258606","0.532960057258606","0.532960057258606","0.5215067267417908","0.5215067267417908","0.5215067267417908","0.5342326164245605","0.5342326164245605","0.5342326164245605","0.49656400084495544","0.49656400084495544","0.49656400084495544"
"423","0.5166708827018738","0.5166708827018738","0.5166708827018738","0.5655382871627808","0.5655382871627808","0.5655382871627808","0.4988546669483185","0.4988546669483185","0.4988546669483185","0.5365232825279236","0.5365232825279236","0.5365232825279236","0.5393229722976685","0.5393229722976685","0.5393229722976685","0.49478238821029663","0.49478238821029663","0.49478238821029663","0.5174344778060913","0.5174344778060913","0.5174344778060913","0.527869701385498","0.527869701385498","0.527869701385498","0.5421226620674133","0.5421226620674133","0.5421226620674133","0.49681854248046875","0.49681854248046875","0.49681854248046875"
"433","0.5388139486312866","0.5388139486312866","0.5388139486312866","0.5731738209724426","0.5731738209724426","0.5731738209724426","0.48663783073425293","0.48663783073425293","0.48663783073425293","0.5538305044174194","0.5538305044174194","0.5538305044174194","0.523288369178772","0.523288369178772","0.523288369178772","0.4940188229084015","0.4940188229084015","0.4940188229084015","0.5133621692657471","0.5133621692657471","0.5133621692657471","0.5411046147346497","0.5411046147346497","0.5411046147346497","0.5543395280838013","0.5543395280838013","0.5543395280838013","0.5006362795829773","0.5006362795829773","0.5006362795829773"
"444","0.5263425707817078","0.5263425707817078","0.5263425707817078","0.5803003311157227","0.5803003311157227","0.5803003311157227","0.5161618590354919","0.5161618590354919","0.5161618590354919","0.5589208602905273","0.5589208602905273","0.5589208602905273","0.5375413298606873","0.5375413298606873","0.5375413298606873","0.5316874384880066","0.5316874384880066","0.5316874384880066","0.5202341675758362","0.5202341675758362","0.5202341675758362","0.5398319959640503","0.5398319959640503","0.5398319959640503","0.5652837753295898","0.5652837753295898","0.5652837753295898","0.5187070369720459","0.5187070369720459","0.5187070369720459"
"454","0.520743191242218","0.520743191242218","0.520743191242218","0.5925171971321106","0.5925171971321106","0.5925171971321106","0.513616681098938","0.513616681098938","0.513616681098938","0.5617205500602722","0.5617205500602722","0.5617205500602722","0.552812397480011","0.552812397480011","0.552812397480011","0.5388139486312866","0.5388139486312866","0.5388139486312866","0.5271061062812805","0.5271061062812805","0.5271061062812805","0.5533214807510376","0.5533214807510376","0.5533214807510376","0.5724102854728699","0.5724102854728699","0.5724102854728699","0.5215067267417908","0.5215067267417908","0.5215067267417908"
"465","0.5395774841308594","0.5395774841308594","0.5395774841308594","0.5871723294258118","0.5871723294258118","0.5871723294258118","0.5439043045043945","0.5439043045043945","0.5439043045043945","0.5563756823539734","0.5563756823539734","0.5563756823539734","0.5446678400039673","0.5446678400039673","0.5446678400039673","0.5355052351951599","0.5355052351951599","0.5355052351951599","0.535250723361969","0.535250723361969","0.535250723361969","0.5243064165115356","0.5243064165115356","0.5243064165115356","0.5851361751556396","0.5851361751556396","0.5851361751556396","0.508780837059021","0.508780837059021","0.508780837059021"
